idx,emotion,text,val_ind,test_ind,train_ind
6649,"shame",I fell off a bike in the presence of a lot of people.,,,
6650,"guilt",A person misinterpreted what I had told her. I had told her that I had failed to insert a NasoGastric tube but she went and scolded the patient that she was being uncooperative.,,,
6651,"joy","I was selected to come here (University, College) when I was least expecting it.",,,
6652,"fear",I had fear of my father (parents) when I first became pregnant. I was afraid of delivery itself and whether I would give birth to a stiiborn or a baby.,,,
6653,"anger",It was when I discovered that my boyfriend had another girl. I discovered it through a letter he wrote to the girl when he was away. When I asked him he accepted it.,,,
6654,"sadness",My child passed away after a short illness when he was just eleven months old. I was only told about his death without knowing that he had been ill.,,,
6655,"disgust","My father promised to send me pocket money at the month-end since I wanted to buy a new pair of shoes when I was at secondary school, but he didn't.",,,
6656,"shame","I just opened the bathroom without knocking not knowing that someone was bathing inside, it happened to be my father.",,,
6657,"guilt",I beat my young sister because she refused to wash plates. She started crying and I felt sorry and guilty for what I did.,,,
6658,"joy",Accepted by the college football team.,,,
6659,"fear",Fighting with class mates in Highschool.,,,
6660,"anger",Made mistakes in exam.,,,
6661,"sadness",Failing examn.,,,
6662,"disgust",Given duty by the leaders which I do not like to do.,,,
6663,"shame",Did not finish homework.,,,
6664,"guilt","Make a mistake, offended my friend.",,,
6665,"joy",Article published in the college newspaper.,,,
6666,"fear",Walking on a dark street with noone around.,,,
6667,"anger",My friend misunderstood me.,,,
6668,"sadness",My grandmother died.,,,
6669,"disgust",Class leader told me to collect homework for him.,,,
6670,"shame",Did not finish homework.,,,
6671,"guilt",Did not read reference when other people read them.,,,
6672,"joy",Found money on the road and returned it to the owner through police.,,,
6673,"fear",Before examination.,,,
6674,"anger",Listening to long speech of the party leaders wasting my time.,,,
6675,"sadness",My girl-friend left me.,,,
6676,"disgust",People not cueing in the college dining room.,,,
6677,"shame",Saw the film about Eight Nations Army conquering Beijing.,,,
6678,"guilt","No ideal result in the University entrance examn, guilty to family and friend.",,,
6679,"joy",Helping in the nursery school.,,,
6680,"fear",Telling my parents that I did not well in an examn.,,,
6681,"anger",My bed sheet (present of my parents) damaged by roommate.,,,
6682,"sadness",Not being accepted by classmates in university.,,,
6683,"disgust","Waiting for a bus not coming for a long time, and the bus drivers were having a long lunch.",,,
6684,"shame",Not having good marks like other people for homeworks.,,,
6685,"guilt",Not handing in homeworks in time.,,,
6686,"joy",Got a present from my friend for my birthday.,,,
6687,"fear","Lost my purse, the money in the purse belonged to my parents.",,,
6688,"anger",South Korea winning more gold medals in the Asian Olympic (more than China).,,,
6689,"sadness",Saw the village I come from still pay money to buy wife.,,,
6690,"disgust",Saw my roommate messing up our room.,,,
6691,"shame",Found out that I am not good at football.,,,
6692,"guilt",Gave the wrong meal tickets to other people (my classmate).,,,
6693,"joy","Coming to this lecture and listen to you talking about feelings, I am so happy that foreigners have the same feelings as Chinese.",,,
6694,"fear",Damaged the tap in the residental Hall.,,,
6695,"anger","Too many people in TV room, I was not able to get a seat to watch TV.",,,
6696,"sadness",My sister marrying a bad man. He is cruel to her.,,,
6697,"disgust",Saw my brother-in-law insulting my sister.,,,
6698,"shame",My sister was afraid of her husband.,,,
6699,"guilt",I was not able to help my sister to understand that her husband is a bad man before she was married to him.,,,
6700,"joy",Discussing psychology with my friends before the lecture.,,,
6701,"fear",Waking up from a bad dream in a dark night with noone else around.,,,
6702,"anger",I could not find my monthly tickets for the bus when I was on the bus.,,,
6703,"sadness","Two little children (5/6 years old) begging for money, and noone gave them money.",,,
6704,"disgust",The serving lady in the students' dining hall shouting at studennts.,,,
6705,"shame","Sitting on the bus seats supposed for disabled people, children and old people (by mistake)",,,
6706,"guilt",Passing by a good friend's home without coming in to visit him.,,,
6707,"joy",You told me psychology can help people to be happier.,,,
6708,"fear",Left alone in the dining hall at night.,,,
6709,"anger",Bus conductor insulted me for not buying a ticket (I forgot).,,,
6710,"sadness",Saw a father beating up his small child.,,,
6711,"disgust",Class leader getting me to do things he did not want to do.,,,
6712,"shame",Not quick enough to help the lectors to catty things for the lecture.,,,
6713,"guilt",My mother wrote me and said that I would not writ enough letters home.,,,
6714,"joy",My parents came to visit me.,,,
6715,"fear",Could not find my way out in the college building at night.,,,
6716,"anger",Saw in the TV South Korea cheating in the Asian Olympic games.,,,
6717,"sadness",General Ye Jianying died.,,,
6718,"disgust",A girl I do not like kept coming to me and talking to me.,,,
6719,"shame",Failing an examn.,,,
6720,"guilt",Made a misjudgement in a football match.,,,
6721,"joy",My friend told me he really likes me.,,,
6722,"fear",Getting lost in a strange place.,,,
6723,"anger",South Korea cheating for gold medals.,,,
6724,"sadness","My friend has to go on field trips, he just told me.",,,
6725,"disgust",When I was the South Koreans on the TV.,,,
6726,"shame",Zhu Jianhau did not break the world record for China.,,,
6727,"guilt",Unable to help my mother to cook.,,,
6728,"joy",I met a friend I had not seen for a long time on the street.,,,
6729,"fear",Going to the examn not well prepared.,,,
6730,"anger",Overhear people talking about me and saying that I am stupid.,,,
6731,"sadness",Hearing about developments of sience in the West a lot better than China.,,,
